.id,Crossnumber,Location,FemalePlotName,Mother,Cycle,MalePlotName,Father,First_Pollination_Date,Bunch_Harvest_Date,Seed_Extraction_Date,Total_Seeds,Embryo_Rescue_Date,Good_Seeds,Number_of_Embryo_Rescued,Germination_Date,Number_of_Embryo_Germinating
1,SE201810_(162750C1/132635),Sendusu,Nakasabira_14_Phase1_R32C17,Nakasabira,1,17-7197-2_R12C2_plot167,7197-2,2018-10-25,,,,,,,,
1,SE201810_(162775C1/132441),Sendusu,Entukura_14_Phase1_R4C17,Entukura,1,17-5265-1_R8C2_plot107,TMB2X5265-1,2018-10-12,2019-01-18,,,,,,,
1,SE201810_(162784C1/132697),Sendusu,Kazirakwe_14_Phase1_R28C15,ITC1355,1,17-SH3217_R13C5_plot185,SH3217,2018-10-27,,,,,,,,
1,SE201810_(162792C1/132512),Sendusu,Tereza_14_Phase1_R16C10,Tereza,1,17-7197-2_R12C4_plot169,7197-2,2018-10-22,,,,,,,,
1,SE201810_(162800C1/132610),Sendusu,Kabucuragye_14_Phase1_R21C10,Kabucuragye,1,17-8075-7_R1C7_plot7,8075-7,2018-10-25,,,,,,,,
1,SE201810_(162836C1/132307),Sendusu,Kazirakwe_14_Phase1_R29C17,ITC1355,1,17-8075-7_R3C2_plot32,8075-7,2018-10-11,,,,,,,,
1,SE201810_(162843C1/132348),Sendusu,Entukura_14_Phase1_R4C10,Entukura,1,17-7197-2_R11C3_plot153,7197-2,2018-10-11,,,,,,,,
1,SE201810_(162857C1/132625),Sendusu,Nfuuka_14_Phase1_R15C5,Nfuuka,1,17-SH3362_R19C7_plot277,SH3362,2018-10-25,,,,,,,,
1,SE201810_(162900C1/132512),Sendusu,Enzirabahima_14_Phase1_R25C1,ITC1354,1,17-7197-2_R12C4_plot169,7197-2,2018-10-15,,,,,,,,
1,SE201810_(162904C1/132709),Sendusu,Entukura_14_Phase1_R6C17,Entukura,1,17-SH3217_R14C1_plot196,SH3217,2018-10-24,,,,,,,,
1,SE201810_(162920C1/132505),Sendusu,Entukura_14_Phase1_R4C9,Entukura,1,17-SH3217_R13C3_plot183,SH3217,2018-10-22,2019-02-05,,,,,,,
1,SE201810_(162957C1/132425),Sendusu,Enzirabahima_14_Phase2_R25C1,ITC1354,1,17-9128-3_R5C1_plot61,9128-3,2018-10-15,,,,,,,,
1,SE201810_(162959C1/132498),Sendusu,Enzirabahima_14_Phase2_R27C5,ITC1354,1,17-9128-3_R4C1_plot46,9128-3,2018-10-22,,,,,,,,
1,SE201810_(162974C1/132441),Sendusu,Kazirakwe_14_Phase2_R29C9,ITC1355,1,17-5265-1_R8C2_plot107,TMB2X5265-1,2018-10-22,,,,,,,,
1,SE201810_(162995C1/132610),Sendusu,Entukura_14_Phase2_R4C2,Entukura,1,17-8075-7_R1C7_plot7,8075-7,2018-10-22,,,,,,,,
1,SE201810_(163054C1/132684),Sendusu,Nfuuka_14_Phase2_R14C10,Nfuuka,1,17-7197-2_R11C5_plot155,7197-2,2018-10-30,2019-02-05,2019-02-14,0,,,,,
1,SE201810_(163090C1/132709),Sendusu,Kabucuragye_14_Phase2_R19C3,Kabucuragye,1,17-SH3217_R14C1_plot196,SH3217,2018-10-13,,,,,,,,
